Número do Contrato,Objeto,Fundamento Legal,Modalidade Compra,Situação Contrato,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Código UG,Nome UG,Data Assinatura Contrato,Data Publicação DOU,Data Início Vigência,Data Fim Vigência,CNPJ Contratado,Nome Contratado,Valor Inicial Compra,Valor Final Compra
32020,Objeto: Prestação de serviço de dosimetria pes-soal (individual) para 8 (oito) dosimetros.,Fundamento Legal: art 24 inciso II da lei 8666/93,Dispensa de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160250,1 BATALHAO DE COMUNICACOES,01/06/2020,03/08/2020,01/06/2020,31/05/2021,87389086000174,PRO-RAD CONSULTORES EM RADIOPROTECAO S/S LTDA,1536.0000,1536.0000
162020,Objeto: Prestação de serviços de produção/execução de cenários para espetáculos cênicos do grupo de teatro Academia Dell'Art da UFOP.,Fundamento Legal: Art. 24-- II-- da Lei 8.666/93.,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26277,Universidade Federal de Ouro Preto,154046,UNIVERSIDADE FEDERAL DE OURO PRETO,29/07/2020,04/08/2020,03/08/2020,02/08/2021,22394131000133,CLARITA PEREIRA PINTO 06289267663,13050.0000,13050.0000
22020,Objeto: Contratação de concessionária de serviços públicos-- mediante adesão contratual-- para compra de energia elétrica regulada (CCER)-- destinada ao condomínio público jurisdicionado ao Comando da 6ª Brigada de Infantaria Blindada.,Fundamento Legal: Art. 25-- Caput-- da Lei n° 8.666/93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA,17/07/2020,07/08/2020,17/07/2020,16/07/2021,02016440000162,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,164215.4400,164215.4400
42020,Objeto: Aquisição de servidor-- incluindo instalação-- treinamento e suporte.,Fundamento Legal: § único do art 61/Lei 8666,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160299,COMANDO DO COMANDO MILITAR DO LESTE,04/05/2020,06/08/2020,04/05/2020,03/05/2021,03263975000109,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA LTDA,545000.0000,545000.0000
52020,Objeto: Credenciamento de OCS para prestação de serviço de saúde de natureza contínua médico-hospitalar em elaboração de laudos ee tromografia e ressonância magnética.,Fundamento Legal: Art 25 Caput cc Parág Único do Art 61 da Lei 8666/93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160399,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,29/07/2020,03/08/2020,29/07/2020,29/07/2021,01769563000101,SR SERVICO INTEGRADO DE RADIOLOGIA LTDA,300000.0000,300000.0000
22020,Objeto: Aquisição de servidor-- incluindo instalação-- treinamento e suporte técnico.,Fundamento Legal: § único do art 61/Lei 8666,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160299,COMANDO DO COMANDO MILITAR DO LESTE,23/03/2020,06/08/2020,23/03/2020,22/03/2021,03263975000109,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA LTDA,1090000.0000,1090000.0000
242020,Objeto: Contratação-- EM CARÁTER EMERGENCIAL-- de serviços continuados de Controle-- Operação e Fiscalização de Portarias-- sob o regime de trabalho diarista-- em edifícios da UFPE-- campus Recife.,Fundamento Legal: Lei nº 8.666/93-- atualizada.,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26242,Universidade Federal de Pernambuco,153080,UNIVERSIDADE FEDERAL DE PERNAMBUCO,03/08/2020,05/08/2020,03/08/2020,30/01/2021,06234467000182,FUTURA SERVICOS PROFISSIONAIS ADMINISTRATIVOS EIRELI,1370878.8700,1370878.8700
332020,Objeto: Contratação de empresa especializada em serviços de Controle de Pragas de vetores-- Desinsetização/Desratização/Descupinização-- Desinfecção Química de Caixas-- Células e Reservatórios d-- água-- Limpeza da Rede Coletora de Esgoto e Limpeza de Fossa Séptica e Caixas de Gorduras nas dependências internas e externas do Hospital Universitário de Lagarto - HUL/EBSERH/UFS.,Fundamento Legal: Lei nº 13.303/2016.,Pregão,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155910,HU. MONSENHOR JOAO BATISTA DE CARVALHO DALTRO,31/07/2020,03/08/2020,31/07/2020,30/07/2021,25119477000111,I P DE SOUZA SAUDE AMBIENTAL EIRELI,43506.7200,43506.7200
122020,Objeto: Prestação de serviço da credenciada será nas especialidade de realizar consultas específicas e exames diagnósticos na Unidade da OCS e nos pacientes internados e cirúrgicos do 19ºBIMtz.,Fundamento Legal: lei 866/93 art 25 INC II.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160433,19 BATALHAO DE INFANTARIA MOTORIZADO,13/07/2020,05/08/2020,13/07/2020,13/07/2021,05596369000122,CLINICA SAO LUIS CONSULTORIOS LTDA,200000.0000,200000.0000
212020,Objeto: Prestação de serviços de impressão-- reprodução de documentos (cópias) e digitalização(outsourcing de impressão)-- modalidade franquia de páginas mais excedente-- com fornecimento de equipamentos-- sistema de gerenciamento-- bilhetagem da solução instalada-- manutenção preventiva e corretiva dos equipamentos com substituição de peças--- componentes e materiais utilizados na manutenção--- e fornecimento de insumos originais (exceto papel).,Fundamento Legal: Lei nº 8.666/93 e legislação correlata,Pregão - Registro de Preço,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170607,DIRETORIA DE ADMINISTRACAO E LOGISTICA,21/07/2020,03/08/2020,21/07/2020,21/07/2024,07432517000107,SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,268193.7900,268193.7900
112020,Objeto: Prestação de serviço de coleta-- transporte-- tratamento térmico e destinação final-- em aterro classe I-- dos resíduos industriais perigosos.,Fundamento Legal: Lei 8.666/93 Art. 24 § 2.,Dispensa de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160116,17º BATALHÃO LOGÍSTICO LEVE-MONTANHA,01/07/2020,04/08/2020,01/07/2020,30/06/2021,06030279000132,PRO-AMBIENTAL TECNOLOGIA LTDA,3240.0000,3240.0000
42020,Objeto: Prestação de serviço de empresa especializada na execução de serviços de publicidade legal imprensa e ou eletrônica em veícilos de comunicação,Fundamento Legal: § único-- art 61 da lei 8666/93,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160131,17 REGIMENTO DE CAVALARIA MECANIZADO,16/07/2020,06/08/2020,16/07/2020,16/07/2021,09168704000142,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,7020.0000,7020.0000
32020,Objeto: Locação do imóvel situado na Av. Ulisses Montarroyos-- 4279-- Candeias-- para instalar a Agência do IBGE em Jaboatão dos Guararapes-- estado de Pernambuco-- por 36 meses.,Fundamento Legal: Inciso X do Art. 24-- da Lei nº 8.666/93 e Lei nº 8.245/91.,Dispensa de Licitação,Publicado,25000,Ministério da Economia,25205,Fundação Instituto Brasileiro de Geografia e ,114614,UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO,29/07/2020,04/08/2020,01/08/2020,31/07/2023,62186990482,ROZILENE ARCO IRIS SILVA,54000.0000,54000.0000
300062020,OBJETO: Contratação dos serviços de telecomunicações.,Fundamento Legal: Lei 13.303/2016-- art.29-- III a XVIII,Sem Informação,Fechado,32000,Ministério de Minas e Energia,20303,Indústrias Nucleares do Brasil,113206,INDUSTRIAS NUCLEARES DO BRASIL S/A - INB,06/04/2020,05/08/2020,06/04/2020,03/11/2024,28038018000100,NOVA INTERNET BRASIL MELHOR LTDA,569839.6600,569839.6600
302020,Objeto: O objeto do presente instrumento é contratação de serviço técnico especializado contínuo de manutenção corretiva-- com aplicação de peças em equipamentos de endoscopia-- conforme condições-- quantidades e exigências-- estabelecidas neste instrumento e especificações detalhadas no Relatório de Serviços Licitados-- mediante Registro de Preços com validade de 12 (doze) meses-- que serão prestados na condições estabelecidas no Termo de Referência-- anexo do Edital.,Fundamento Legal: Lei nº 13.303/2016-- Decreto nº 8.945/201-- Decreto nº 2.271/1997-- Regulamento de Licitações e Contratos da Ebserh.,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155013,EBSERH HUOL-UFRN,30/07/2020,04/08/2020,01/08/2020,01/08/2021,41238668000159,INSTRUMENTACAO CIENTIFICA ASSIS TEC LTDA,411600.0000,411600.0000
62020,Objeto: Contratação de empresa especializada para implantação de sistema de minigeração de energia solar fotovoltaica ON-GRID conectada a rede elétrica existente-- com a prestação de serviços de projeto-- comissionamento-- implantação-- suporte técnico e manutenção preventiva e corretiva dos equipamentos para o IFES - Campus de Alegre.,Fundamento Legal: Lei nº 8.666/1993,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,158425,INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE,04/08/2020,06/08/2020,04/08/2020,04/08/2022,16878147000119,DOIS IRMAOS COMERCIO E INSTALACOES ELETRICAS LTDA.,464000.0000,464000.0000
762020,Objeto: Contratação de serviço de fornecimento de enérgia elétrica para o IFRN campus Santa Cruz.,Fundamento Legal: LEI 8666/93,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26435,Instituto Federal do Rio Grande do Norte,158372,INST.FED.DO RN/CAMPUS SANTA CRUZ,27/07/2020,07/08/2020,27/07/2020,26/07/2025,08324196000181,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE COSERN,347538.2400,347538.2400
202020,Objeto: Contratação de serviços de Manutenção de veículos leves e pesados.,Fundamento Legal: Lei n° 8.666 de 21 de junho de 1993,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160171,8 BATALHAO DE ENGENHARIA DE CONSTRUCAO,08/07/2020,06/08/2020,08/07/2020,08/07/2021,14974969000178,ROGAMA DISTRIBUIDORA E SERVICOS EIRELI,134231.3200,134231.3200
4832020,Objeto: Contratação de empresa especializada para Execução dos Serviços de Sinalização nas rodovias BR-452/GO: km 0.00 ao km 196.60-- e BR-080: Segmento km 0.00 ao km 46.00. Extensão Total: 242.60 km.,Fundamento Legal: Lei 8.666/1993-- Lei 10.520/2002-- Decreto 7.983/2013 e Instrução Normativa SEGES/MP nº 5-- de 25 de maio de 2017.,Pregão,Publicado,39000,Ministério da Infraestrutura,39252,Departamento Nacional de Infraestrutura de Tr,393011,SUPERINTEND.REG. NOS ESTADOS GO/DF - DNIT,30/07/2020,04/08/2020,03/08/2020,28/02/2021,07453203000182,SS TREVO SINALIZACAO E CONSERVACAO LTDA,1698999.8000,1698999.8000
142020,Objeto: Contratação de prestação de serviços comuns de desinsetização-- de natureza continuada-- a serem executados na Unidade Regional do INPI em Brasília/DF (COINS/DF)-- nos endereços e áreas apresentadas no Termo de Referência do Edital do Pregão Eletrônico n.º 06/2020-- cujos trabalhos respeitarão as condições estabelecidas no documento relativo à contratação.,Fundamento Legal: Lei n.º 8.666/93-- Lei n.º 10.520/02-- Decreto n.º 9.507/2018 e Instrução Normativa SEGES/MP n.º 05/2017.,Pregão,Publicado,25000,Ministério da Economia,30204,Instituto Nacional da Propriedade Industrial,183038,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,04/08/2020,10/08/2020,17/08/2020,17/08/2021,10902520000143,CASA LIMPA DEDETIZADORA LTDA,1943.7600,1943.7600
122020,Objeto: Serviços de transporte terrestre ou agenciamento/intermediação de transporte terrestredo servidores-- empregados e colaboradores a serviço dos órgãos e entidades da Administração Pública Federal - APF-- por demanda e no âmbito da região metropolitana do Rio de Janeiro/RJ.,Fundamento Legal: Lei n. 8666/1993-- Lei n. 10520/2002 Lei n. 7892/2013 e Decreto n. 9507/2018.,Pregão - Registro de Preço,Publicado,25000,Ministério da Economia,30204,Instituto Nacional da Propriedade Industrial,183038,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,30/07/2020,06/08/2020,30/07/2020,30/07/2021,31344070000190,COOPARIOCA COOPERATIVA DE TRABALHO DE TAXI CARIOCA LTDA,231200.0000,231200.0000
42020,Objeto: Locacao de imovel de terceiro para manter instalada a Agencia de Previdencia Social do INSS em Sorriso MT,Fundamento Legal: Lei 8666 93 e Lei 8245 91,Dispensa de Licitação,Publicado,25000,Ministério da Economia,37202,Instituto Nacional do Seguro Social,511080,GERÊNCIA EXECUTIVA CUIABÁ,15/07/2020,07/08/2020,01/08/2020,01/08/2023,14284225000121,FALEIROS & STRADA LTDA,84000.0000,84000.0000
212020,Objeto: Aquisição de máscara cirúrgica e avental hospitalar-- tipo capote cirúrgico para o HFSE.,Fundamento Legal: Lei n° 13.979/2020-- aplicando-se subsidiariamente a Lei n° 8.666/93.,Dispensa de Licitação,Publicado,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,250061,HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,17/07/2020,03/08/2020,17/07/2020,13/01/2021,05421585000137,WINNER INDUSTRIA DE DESCARTAVEIS LTDA,980100.0000,980100.0000
832020,Objeto: Aquisição de órteses-- próteses-- e materiais especiais - OPME - para o bloco cirúrgico.,Fundamento Legal: Lei 13.303/2016,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155011,EBSERH HC-UFTM,06/08/2020,07/08/2020,06/08/2020,06/08/2021,52202744000192,NACIONAL COMERCIAL HOSPITALAR S.A.,197424.0000,197424.0000
432020,Objeto: Aquisição centralizada de luvas nitrílicas e látex de procedimentos para enfrentamento da emergência do coronavírus COVID-19 em caráter emergencial nos termos do artigo 4º da Lei 13.979 de 6 de fevereiro de 2020 essencial ao atendimento dos pacientes do Complexo Hospital de Clínicas da UFPR. (RB),Fundamento Legal: Lei 13.303/16,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155902,EBSERH CHC-UFPR,20/07/2020,03/08/2020,20/07/2020,19/01/2021,10596721000160,GEORGINI PRODUTOS HOSPITALARES EIRELI,234000.0000,234000.0000
112020,Objeto: Contratação de cooperativa atrelada a agricultura familiar-- para o fornecimento de gêneros alimentícios.,Fundamento Legal: Lei 12.512/2011-- Resoluções GGPAA nº 50/2012-- nº 56/2013-- n° 64/2013 e nº 73/2015,Dispensa de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160352,COMANDO DE FRONTEIRA DE RORAIMA/7 BIS,03/08/2020,10/08/2020,03/08/2020,03/08/2021,05759505000158,COOPHORTA - COOPERATIVA DOS HORTIFRUTIGRANJEIROS DE BOA VISTA,518355.0000,518355.0000
162020,Objeto: Aquisição de testes rápidos de Covid-19.,Fundamento Legal: Lei nº 8.666/93. Lei nº 13.979/20.,Dispensa de Licitação,A Publicar,26000,Ministério da Educação,26250,Universidade Federal de Roraima,154080,UNIVERSIDADE FEDERAL DE RORAIMA,30/07/2020,11/08/2020,30/07/2020,26/01/2021,28613808000163,D' PAULA DISTRIBUIDORA & COMERCIO DE MEDICAMENTOS LTDA,104000.0000,104000.0000
112020,Objeto: Contratação de serviços de instalação-- desinstalação e manutenção preventiva e corre- tiva de aparelhos de refrigeração - condiciona-dores de ar - incluindo o fornecimento de peçase acessórios-- para fins de atendimento às necessidades da Reitoria do IFPB.,Fundamento Legal: Lei 8.666/93-- Lei 10.520/2002,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26417,Instituto Federal da Paraíba,158138,IFPB - REITORIA,30/07/2020,04/08/2020,03/08/2020,03/08/2021,05201042000104,NEW TEC CLIMATIZACAO E SERVICOS EIRELI,162249.0000,162249.0000
1062020,Objeto: Prestação de serviços de assistência médico hospitalar.,Fundamento Legal: Parágrafo único do art. 61 da Lei 8.666/93,Inexigibilidade de Licitação,A Publicar,52000,Ministério da Defesa,52121,Comando do Exército,160203,2º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO,01/04/2020,11/08/2020,01/04/2020,31/12/2020,10997781000194,PROCARDIACO -CLINICA DE DOENCAS CARDIOVASCULARES S/C LTDA,350000.0000,350000.0000
52020,Objeto: Aquisição de material de expediente-- papel sulfite dupla face tamanho A4 (210x297mm) com 75g/m2-- Chamex-- Report ou de melhor qualidade-- em resmas de 500 folhas cada-- conforme especificações e quantitativos estabelecidos no Termo de Referência-- anexo do Edital.,Fundamento Legal: De acordo com a Lei 8.666/93 e suas alterações.,Pregão,Publicado,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo,152005,INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ,27/07/2020,06/08/2020,27/07/2020,26/08/2020,32396720000104,DELTA ELETROMOVEIS EIRELI,14844.0000,14844.0000
392020,Objeto: Aquisição de medicamentos para enfrentamento do coronavírus COVID-19. (VT),Fundamento Legal: Lei 13.303/16,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155902,EBSERH CHC-UFPR,23/07/2020,03/08/2020,23/07/2020,22/01/2021,12889035000102,INOVAMED COMERCIO DE MEDICAMENTOS LTDA,111375.0000,111375.0000
132020,Objeto: Contrato de locação de imóvel para a agência do IBGE no município de Santo  ngelo\RS,Fundamento Legal: Artigo 24-- Inciso X da Lei 8.666/93,Dispensa de Licitação,Publicado,25000,Ministério da Economia,25205,Fundação Instituto Brasileiro de Geografia e ,114625,UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL,31/07/2020,10/08/2020,01/08/2020,01/08/2023,88417167000101,ALBERTO WACHTER NEGOCIOS IMOBILIARIOS LTDA,99000.0000,99000.0000
5252020,Objeto: Execução de Serviço de Manutenção Rodoviária ( Conservação/Recuperação) na Rodovia BR 110/BA--- Trecho: Div. AL/BA - Entr. BR-324/420(B)--- Subtrecho: Entr. BR-410 (Ribeira do Pombal) - Entr. BA -233(B) (p/ Itamira)--- Segmento: Km 171.2 - Km 282.9--- Extensão: 110.8 Km.,Fundamento Legal: Na Lei nº 8666/93 e vincula -se ao Edital e anexos do Pregão Eletrônico nº 124/2020-05,Pregão,Publicado,39000,Ministério da Infraestrutura,39252,Departamento Nacional de Infraestrutura de Tr,393027,SUPERINTENDENCIA REG. NO ESTADO BA - DNIT,29/07/2020,04/08/2020,05/08/2020,04/08/2023,01379851000150,CBV CONSTRUTORA LTDA,16120000.0000,16120000.0000
92020,Objeto: Execução do Projeto: Serviço de Assistência Médico e Psicossocial aos Discentes da Graduação e Pós-Graduação da UFPA.,Fundamento Legal: Lei nº 8.666/93 e suas alterações,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26239,Universidade Federal do Pará,153063,UNIVERSIDADE FEDERAL DO PARA,29/06/2020,07/08/2020,07/08/2020,31/10/2020,05572870000159,FUNDACAO DE AMPARO E DESENVOLVIMENTO DA PESQUISA,250000.0000,250000.0000
72020,Objeto: Contratação de empresa especializada na prestação de serviços de Telefonia Fixo-Comutado por meio de entroncamento E1-- com disponibilização de ramais DDR.,Fundamento Legal: Lei 8.666/93 Dispensa 062020-- ,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26429,Instituto Federal de Educação-- Ciência e Tecn,158434,INST.FED.DE GOIAS/CAMPUS URUAÇU,29/07/2020,10/08/2020,30/07/2020,30/01/2021,76535764000143,OI S.A. - EM RECUPERACAO JUDICIAL,44634.1900,44634.1900
422020,Objeto: CONTRATAÇÃO dos Serviços de Limpeza-- Asseio-- Conservação com Fornecimento de Materiais e Equipamentos para o Câmpus Tubarão do IFSC.,Fundamento Legal: Art.-- 62 da Lei 8666/93 e suas alterações,Pregão,Publicado,26000,Ministério da Educação,26438,Instituto Federal de Santa Catarina,158516,INST.FED.DE EDUC.-- CIENC.E TEC.DE STA.CAT/IFSC,29/07/2020,07/08/2020,03/09/2020,03/09/2021,20693893000105,MASTER CLEAN LIMPEZA E CONSERVACAO LTDA,149879.0400,149879.0400
1922020,Objeto: Prestação de serviço de assistência médico hospitalar aos usuários do FuSEx/SAMMED/PASS,Fundamento Legal: Art 25 da Lei 8.666/93,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160130,36º BATALHãO DE INFANTARIA MECANIZADO,01/07/2020,06/08/2020,01/07/2020,30/06/2021,03615350000150,VISION CENTER - CENTRO ESPECIALIZADO EM DOENCAS OCULARES E CIRURGIA LTDA,500000.0000,500000.0000
782020,Objeto: Aquisição de 59 microcomputadores e 10 notebooks e demais características contidas no termo de referência e edital-- destinados ao patrimônio e STI - UNIVASF.,Fundamento Legal: Lei nº 8.666/93 e suas alterações posteriores e Lei nº 10.520/02.,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São ,154421,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,07/07/2020,10/08/2020,07/07/2020,07/07/2021,02213325000188,PLUGNET COMERCIO E REPRESENTACOES LTDA.,255800.0000,255800.0000
982020,Objeto: Execução das atividades de apoio logístico-- administrativo e gestão financeira do projeto intitulado 'Ações estratégicas para elaboração de uma Plataforma de Gestão da Fiocruz'.,Fundamento Legal: Lei 8666.93,Dispensa de Licitação,Publicado,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,254420,FUNDAÇÃO OSWALDO CRUZ,05/08/2020,06/08/2020,05/08/2020,05/08/2022,02385669000174,FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE,3102371.7600,3102371.7600
742020,Objeto: Aquisição d e1 impressora laser e demais características contidas no termo de referência e edital-- destinada a ação 3 produção de EPI- enfrentamento ao COVID 19 - UNIVASF.,Fundamento Legal: Lei 8.666/93 e suas alterações posteriores-- Lei n] 10.520/02.,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São ,154421,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,02/07/2020,07/08/2020,02/07/2020,02/07/2021,30948812000124,R P T B DE LIMA COMERCIO E SOLUCOES EM INFORMATICA,4000.0000,4000.0000
452020,Objeto: Servico comum de engenharia para manuntecao das instalacoes da ala 11.,Fundamento Legal: lei 8666/93,Pregão - Registro de Preço,Pendente,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120645,GRUPAMENTO DE APOIO DO GALEÃO,17/07/2020,07/08/2020,17/07/2020,16/11/2020,26646235000149,STANDARD INSTALACAO E ACABAMENTOS LTDA,386622.3500,386622.3500
202020,Objeto: Aquisição de material de consumo-- gêneros de alimentação.,Fundamento Legal: Parágrafo único do artigo 01 da Lei 8.666/93.,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160129,ESCOLA DE SARGENTOS DAS ARMAS,01/08/2020,07/08/2020,01/08/2020,01/08/2021,27157340000187,G.F.M COMERCIO E SERVICO EIRELI,93960.0000,93960.0000
392020,Objeto: Contratação de empresa para manutenção do equipamento de pesquisa denominado PCR em Tempo Real OneStepPlus da Applied Biosystems-- que encontra-se com problema no bloco de aquecimento-- para atender as demandas da UFAC.,Fundamento Legal: Lei 8.666/93.,Inexigibilidade de Licitação,Publicado,26000,Ministério da Educação,26275,Fundação Universidade Federal do Acre,154044,FUNDACAO UNIVERSIDADE FEDERAL DO ACRE,27/07/2020,06/08/2020,27/07/2020,27/07/2021,63067904000235,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTDA,30803.9700,30803.9700
102020,Objeto: É a contratação de serviços continuados de hotelaria exclusivo para pacientes e acompanhantes indígenas-- visando acomodar indígenas eacompanhantes durante o período de Emergência de Saúde Pública de Importância Internacional (ESPII) declarada pela Organização Mundial da Saúde (OMS)-- com execução mediante o regime de empreitada por preço global-- para atender as necessidades do DSEI Guamá Tocantins-- na cidade de Marabá/PA.,Fundamento Legal: Conforme a lei nº 13.979/20.,Dispensa de Licitação,Publicado,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257043,DISTRITO SANIT.ESP.INDIGENA GUAMA TOCANTINS,31/07/2020,04/08/2020,31/07/2020,30/10/2020,31080714000180,D & D ADMINISTRADORA DE HOTEIS E EVENTOS LTDA,262080.0000,262080.0000
592019,Objeto: Aquisição de Contraste Radiológico 10ML-- Ácido_Gadotérico 0.5 MMOL/ML-- Solução Injetável.,Fundamento Legal: Lei 8666/93-- Lei 10.520/02 e demais legislações aplicável,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155010,EBSERH HU-UFMA,07/11/2019,04/08/2020,07/11/2019,07/11/2020,58598368000183,KONIMAGEM COMERCIAL LTDA,61750.0000,61750.0000
242020,Objeto: Credenciamento de Organização Civis de Saúde - OCS e Profissionais de Saúde Autônomos de assistência médico/hospitalar-- ambulatorial-- atenção domiciliar-- pré-hospitalar-- atendi- mento de urgência e emergência em regime de 24 horas diárias-- UTI-- remoção e evacuação-- ser- viço de odontologia-- laboratorial.,Fundamento Legal: ART 25-- CAPUT-- LEI 8666/93,Inexigibilidade de Licitação,Retificação - Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160454,28 BATALHAO DE CACADORES,16/07/2020,04/08/2020,16/07/2020,15/07/2021,02063988000163,INSTITUTO DA CATARATA LTDA,60000.0000,60000.0000
42020,Objeto: Locação do imóvel situado na Av. Ulisses Montarroyos-- 4279-- Candeias-- para instalar a Agência do IBGE em Jaboatão dos Guararapes-- estado de Pernambuco-- por 36 meses.,Fundamento Legal: Inciso X do Art. 24-- da Lei nº 8.666/93 e Lei nº 8.245/91,Dispensa de Licitação,Publicado,25000,Ministério da Economia,25205,Fundação Instituto Brasileiro de Geografia e ,114614,UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO,29/07/2020,04/08/2020,01/08/2020,31/07/2023,32219083420,GERALDO GOMES DOS PASSOS JUNIOR,54000.0000,54000.0000
72020,Objeto: Contratação de pessoa jurídica para prestação dos serviços de limpeza-- conservação e higienização com dedicação exlusiva de mão de obra-- para atender as necessidades das Agências do Trabalho de Tabatinga-- Parintins e Itacoatiara-- vinculadas a SRT/AM-- conforme Termo de Referência.,Fundamento Legal: Lei 8.666/93 e suas atualizações,Pregão,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170207,GERêNCIA REG. DE ADMINISTRAçãO DO ME-AMAZONAS,31/07/2020,10/08/2020,03/08/2020,02/08/2021,17284229000106,R R DA C RODRIGUES COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS- EIRELI,115200.0000,115200.0000
372020,Objeto: Prestação de serviços de assistência médico-hospitalar aos usuários do Fundo de Saúde da Aeronáutica - FUNSA.,Fundamento Legal: Art.25-- Caput da Lei nº 8.666/93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120014,BASE AEREA DE FORTALEZA,06/08/2020,07/08/2020,06/08/2020,06/08/2025,03454941000193,COOPERATIVA DE OTORRINOLARINGOLOGIA DO ESTADO DO CEARA (COORLECE),60000.0000,60000.0000
192020,Objeto: Contratação de obra de engenharia para construção do pavilhão de salas de aula II do Campus Avançado Ipameri do IF Goiano.,Fundamento Legal: Lei 8.666/93,Tomada de Preços,Publicado,26000,Ministério da Educação,26407,Instituto Federal Goiano,158124,IF GOIANO,05/08/2020,07/08/2020,10/08/2020,06/06/2021,20634712000170,MORAIS E MOREIRA LTDA,707210.0300,707210.0300
